vid,video_path,audio_path,bbox,asr,caption
29xtZsTwdnM_1920x1080_full_video_036_B,videos/29xtZsTwdnM_1920x1080_full_video_036.mp4,audios/29xtZsTwdnM_1920x1080_full_video_036.wav,"0,0,1,1"," Or is it mostly aimed at stopping the companies themselves from, what would you say, mostly I suppose inadvertently harming the company?","The person in the video is holding a blue pen in their left hand while speaking, with their fingers deftly rotating the pen tip, seemingly emphasizing a point or explaining a concept. Their right hand is moving in the air, sometimes lightly tapping between their fingers and other times spreading out with palms facing up, as if to further elaborate or express an emotion. Overall, his gestures are rich and expressive, indicating that he is actively engaging with the audience. The person says, <S> Or is it mostly aimed at stopping the companies themselves from, what would you say, mostly I suppose inadvertently harming the company?<E> <AUDCAP>The speaker is an older male with a low-pitched, slightly gravelly voice and a North American accent. His speech is measured and deliberate, with a thoughtful, questioning prosody. He implements a steady, normal pace marked by frequent pauses and self-corrections (""what would you say?""). The tone is inquisitive and neutral, conveying a sense of careful consideration without strong emotional inflection.<ENDAUDCAP>
"
2BiEmFl3u6M_1920x1080_full_video_024_A,videos/2BiEmFl3u6M_1920x1080_full_video_024.mp4,audios/2BiEmFl3u6M_1920x1080_full_video_024.wav,"0,0,1,1"," Hey, look, make sure, look, look, make sure you ain't gonna go through that. Hey, make sure you close the door, letting all the flies in here. Can you believe it? Can you believe it?","The person in the video is seated on a pink sofa, wearing a red blazer and a white T-shirt, and has a silver cross necklace around his neck. His right hand makes gestures while speaking; initially, he points to himself with his index finger, then turns his palm up with fingers spread out, as if emphasizing a point. He then lowers his hand, keeping his palm up with slightly curved fingers, seemingly explaining or illustrating something. Throughout the process, his movements are smooth and forceful, indicating active engagement with the audience. The person says, <S> Hey, look, make sure, look, look, make sure you ain't gonna go through that. Hey, make sure you close the door, letting all the flies in here. Can you believe it? Can you believe it?<E> <AUDCAP>An older-sounding male speaker with a low-pitched voice and a distinct African American Vernacular English accent delivers urgent, repetitive instructions. His prosody is characterized by emphatic stress on key words like ""make sure"" and rising intonation, especially at phrases such as ""Can you believe?"" His speech rate is consistently fast and energetic. The overall emotion conveyed is agitated and insistent, bordering on anxious.<ENDAUDCAP>
"
26jkakXYH1I_1920x1080_full_video_054_B,videos/26jkakXYH1I_1920x1080_full_video_054.mp4,audios/26jkakXYH1I_1920x1080_full_video_054.wav,"0,0,1,1"," And she kept looking at me like ferociously. And I was like, I am more scared of that than I am of like the big burly, like 400 pound dude that's slamming.","The person in the video is seated on a gray sofa, slightly leaning to the right. His right hand makes various gestures while speaking, including giving a thumbs up, crossing his fingers, and raising his palm upward. His left hand rests on his knees, occasionally making small movements or gesturing lightly. Throughout the process, it seems he is emphasizing certain points, using hand gestures to support his expression. The person says, <S> And she kept looking at me like ferociously. And I was like, I am more scared of that than I am of like the big burly, like 400 pound dude that's slamming.<E> <AUDCAP>The speaker is an adult male with a clear North American accent. His pitch is mid-range, and his prosody features energetic stress and intonation shifts, giving speech a fast, animated rhythm. He speaks rapidly, conveying excitement and urgency. His tone becomes emphatic and slightly strained when describing a frightening scenario, suggesting an emotional state of surprised tension. His speech is generally clear and at a fairly high volume, projecting strongly throughout.<ENDAUDCAP>
"
24hTFtYLXQY_1920x1080_full_video_082_A,videos/24hTFtYLXQY_1920x1080_full_video_082.mp4,audios/24hTFtYLXQY_1920x1080_full_video_082.wav,"0,0,1,1"," know, sort of neurological processes and your mental clarity and sharpness and sort of the net, you know, strength relative to","The person in the video initially remains relatively still, then slowly raises his right hand with fingers naturally spread out, as if making a gesture or preparing to speak. Subsequently, his left hand also slowly raises, mirroring the action of the right hand. His hands briefly cross in front of his chest before returning to their initial position. Throughout this process, the arm movements are smooth and rhythmic, indicating a relaxed and natural posture. The person says, <S> know, sort of neurological processes and your mental clarity and sharpness and sort of the net, you know, strength relative to<E> <AUDCAP>The speaker is a male, estimated to be in his 30s or 40s. He has a standard American accent and speaks at a slow, deliberate pace. His pitch is low and consistent, with a flat, neutral intonation and minimal emotional inflection. The prosody lacks significant rhythm or stress variation, sounding thoughtful yet measured. He appears to be explaining a complex concept in a calm, informative manner, maintaining a steady and unvaried tone throughout the clip.<ENDAUDCAP>
"
2Ait0WaCNCw_1920x1080_full_video_093_B,videos/2Ait0WaCNCw_1920x1080_full_video_093.mp4,audios/2Ait0WaCNCw_1920x1080_full_video_093.wav,"0,0,1,1"," It sort of helps if you go in lots of ways. But I would say, don't worry so much about, if you say, if she said to her partner, look, there's nothing, there's no prejudices, there's nothing. And if she says something and it puts him Mingquet, away from her, then he should be more receptive than others. Just say, man someone told her you know, if you don't have an abused child, you shouldn't be telling her, you shouldn't be telling another person. He knows you're like this and does it himself and all and he shouldn't interfere. If she comes into attention that might be called an abuse. If she disproportionally qualifies after it could upset somebody else's opinion or say nonsense. But its important that you work with a partner","The person in the video frequently uses various hand gestures while speaking. Her left hand initially lifts slightly, then moves downward to the right, and returns to its original position. Subsequently, her right hand also performs similar actions, lifting first, then moving downward to the left, and finally returning to its original position. Throughout the process, her fingers continuously change positions, sometimes spreading apart and sometimes closing together, appearing very lively. The person says, <S> It sort of helps if you go in lots of ways. But I would say, don't worry so much about, if you say, if she said to her partner, look, there's nothing, there's no prejudices, there's nothing. And if she says something and it puts him Mingquet, away from her, then he should be more receptive than others. Just say, man someone told her you know, if you don't have an abused child, you shouldn't be telling her, you shouldn't be telling another person. He knows you're like this and does it himself and all and he shouldn't interfere. If she comes into attention that might be called an abuse. If she disproportionally qualifies after it could upset somebody else's opinion or say nonsense. But its important that you work with a partner<E> <AUDCAP>A female speaker, perceived as middle-aged, with a British accent, delivers the speech at a normal, fluid pace. Her voice sits in a medium pitch range, maintaining a clear, articulate quality throughout. The prosody features a conversational rhythm with natural, slightly rising intonation, particularly at the ends of phrases. She conveys an encouraging and empathetic emotion, speaking in a calm, insightful tone.<ENDAUDCAP>
"
26-RhL0R-Wg_1920x1080_full_video_191_A,videos/26-RhL0R-Wg_1920x1080_full_video_191.mp4,audios/26-RhL0R-Wg_1920x1080_full_video_191.wav,"0,0,1,1"," I actually, and this is such a Sex in the City moment, I knew that you had a ring.","The person in the video raises their right hand, pointing with their fingers towards the right side of the frame, seemingly emphasizing a point or direction. As the video progresses, her fingers slightly curve and then straighten again, appearing to gesture in sync with what she is saying. Throughout the entire process, her arm remains relatively stable, with only her finger movements being more noticeable. The person says, <S> I actually, and this is such a Sex in the City moment, I knew that you had a ring.<E> <AUDCAP>A female speaker, likely in her 30s or 40s, speaks with a high pitch and moderate-to-fast rate. Her accent is North American. She exhibits a surprised and knowing prosody, with a rising intonation, particularly on ""knew."" The tone is declarative with a hint of lightheartedness, delivered in a clear, conversational manner.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_211_A,videos/29n0WG317tM_1920x1080_full_video_211.mp4,audios/29n0WG317tM_1920x1080_full_video_211.wav,"0,0,1,1"," foundational nutrition needs. Now, of course, I try to get enough servings of vitamins and minerals through whole food sources that include vegetables and fruits every day, but oftentimes I simply can't get enough servings.","The person in the video has their hands crossed in front of them, with a watch on their left wrist. Their fingers gently touch each other and occasionally move slightly. The fingers of their right hand also move subtly, as if performing some delicate gestures. Overall, his hand movements are relatively stable but still show subtle variations. The person says, <S> foundational nutrition needs. Now, of course, I try to get enough servings of vitamins and minerals through whole food sources that include vegetables and fruits every day, but oftentimes I simply can't get enough servings.<E> <AUDCAP>The speaker, likely an adult male, presents in a clear, measured cadence with a standard North American accent. His voice, sourced from a medium to low pitch range, is delivered at a normal, steady pace. The prosody is largely level and even, featuring a controlled rhythm. There are subtle stress patterns on content words such as ""vegetables"" and ""minerals,"" suggesting an underlying informational intent. The overall emotional tone is neutral and didactic.<ENDAUDCAP>
"
27WwWMy4JjA_1920x1080_full_video_017_A,videos/27WwWMy4JjA_1920x1080_full_video_017.mp4,audios/27WwWMy4JjA_1920x1080_full_video_017.wav,"0,0,1,1"," of clarifying an aspect of an otherwise great joke about the Dharmak episode of Star Trek The Next. Okay, so... Someone wrote in, uh,","The person in the video initially holds a piece of paper with their right hand and places their left hand on the table. Subsequently, they throw the paper upwards to the left, while simultaneously moving their left hand upwards. Next, their right hand quickly retracts, and then they pick up the pencil from the table with their right hand. Finally, they place the pencil on the paper, preparing to write. Throughout the process, his movements are smooth and swift, demonstrating proficient operational skills. The person says, <S> of clarifying an aspect of an otherwise great joke about the Dharmak episode of Star Trek The Next. Okay, so... Someone wrote in, uh,<E> <AUDCAP>A male speaker, likely in his 30s or 40s, with an American accent, delivers his lines at a normal pace. His medium-pitched voice has a calm, narrative tone as he introduces a phone call reading. He pronounces ""Darmok"" clearly. The audience laughs during a brief pause. The speech is clear and articulate, with standard prosody and intonation for conversational storytelling.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_269_B,videos/29n0WG317tM_1920x1080_full_video_269.mp4,audios/29n0WG317tM_1920x1080_full_video_269.wav,"0,0,1,1", day after day during the pregnancy. Then what happens is when their pups are born they will have a low density of fur.,"The person in the video is seated at a table, with their right hand making continuous gestures, fingers spread out, seemingly emphasizing a point or explaining something. Their left hand remains on the table, relatively still. Throughout the process, his arm and hand movements appear very active, indicating that he is actively communicating with the audience. The person says, <S> day after day during the pregnancy. Then what happens is when their pups are born they will have a low density of fur.<E> <AUDCAP>The speaker is an older male with a deep, medium-low pitch. He speaks with a General American accent at a slow, measured pace. His prosody is steady and rhythmic, with even stress and consistent intonation. The delivery is neutral and informative, lacking emotional inflection. The slow speech rate combined with the clear, deliberate pronunciation creates a calm, professorial tone.<ENDAUDCAP>
"
2BfeaQ3l2x4_1920x1080_full_video_020_A,videos/2BfeaQ3l2x4_1920x1080_full_video_020.mp4,audios/2BfeaQ3l2x4_1920x1080_full_video_020.wav,"0,0,1,1"," They're using education though to give back, which is an amazing thing, especially at such a young age.","The person in the video is moving her hands frequently while speaking. Her left hand extends outward from her body on the left side, palm facing up, and then gradually moves to the right with fingers spread out. Next, her right hand extends outward from her body on the right side, palm facing up, and then moves to the left with fingers spread out. Her arm movements are smooth and natural, seemingly emphasizing her words. The person says, <S> They're using education though to give back, which is an amazing thing, especially at such a young age.<E> <AUDCAP>A female speaker, likely a young adult or middle-aged, speaks with a clear Standard American English accent. Her pitch is medium, and her prosody features a natural, consistent rhythm with typical conversational stress and intonation. Her tone is positive and encouraging, conveying a sense of admiration and support. She speaks at a moderate, conversational pace, with a clear and articulate delivery, projecting a calm and composed demeanor.<ENDAUDCAP>
"
2FHg1VhVFrk_720x480_full_video_052_A,videos/2FHg1VhVFrk_720x480_full_video_052.mp4,audios/2FHg1VhVFrk_720x480_full_video_052.wav,"0,0,1,1"," It'd be good. Anyway, what are we talking about? Virginia Beach. Virginia Beach, yeah, great audiences this week. Great audiences, man. Just fun. You know what?","The person in the video slightly turns their head to the left while speaking, causing the earphones on their ears to move slightly with the head's movement. Their mouth is open, suggesting they are speaking or singing, and the movement of their mouth is more noticeable. The right hand appears in the frame, gently touching the microphone, before quickly retracting. The person says, <S> It'd be good. Anyway, what are we talking about? Virginia Beach. Virginia Beach, yeah, great audiences this week. Great audiences, man. Just fun. You know what?<E> <AUDCAP>A male speaker with a medium-low pitch and a standard American accent speaks at a medium, conversational pace. His prosody is relatively flat with moderate intonation, showing little emotional inflection above a casual, slightly weary tone. The rhythm is natural and flowing. He appears to be middle-aged, based on vocal timbre and delivery style, as he discusses previous events in a personal, anecdotal manner.<ENDAUDCAP>
"
23qiThX93bE_1920x1080_full_video_031_A,videos/23qiThX93bE_1920x1080_full_video_031.mp4,audios/23qiThX93bE_1920x1080_full_video_031.wav,"0,0,1,1", Pattern three is based off the 16th note. It's got a 16th note snare kick That you have on the second beat so it's going to be,"The person in the video initially places their hands crossed in front of them, then moves their right hand to the left, followed by the left hand moving to the left as well. After that, the right hand returns to its original position while the left hand continues to move to the left. Subsequently, the right hand moves to the left again, and the left hand follows suit. Finally, both hands are crossed in front of the person once more. Throughout the entire process, the person's movements are smooth and continuous, displaying a natural rhythm. The person says, <S> Pattern three is based off the 16th note. It's got a 16th note snare kick That you have on the second beat so it's going to be<E> <AUDCAP>An adult male with a North American accent speaks in a calm, didactic manner. His voice has a medium-low pitch and a steady cadence with moderate, even pacing. The prosody is consistent, exhibiting slight emphasis on musical terms like 'sixteenth note' and 'snare kick,' while the overall tone is neutral and informative. There's a very faint electrical hum in the background.<ENDAUDCAP>
"
2EkRIBsaOAo_1920x1080_full_video_078_B,videos/2EkRIBsaOAo_1920x1080_full_video_078.mp4,audios/2EkRIBsaOAo_1920x1080_full_video_078.wav,"0,0,1,1"," Mais à un moment donné, dans 2, 3 ou 4 mois, nous n'aurons plus d'argent et nous allons devoir acheter à l'extérieur.","The person in the video is seated on a chair, leaning slightly forward with their body. They are wearing a beaded bracelet on their right wrist. Their left hand makes various gestures while speaking; initially, the palm faces upward and fingers are spread out, then gradually closes, opens again, and finally closes once more. Throughout the process, the left hand's movements appear very smooth and natural. The right hand remains relatively still, occasionally making minor adjustments. The person says, <S> Mais à un moment donné, dans 2, 3 ou 4 mois, nous n'aurons plus d'argent et nous allons devoir acheter à l'extérieur.<E> <AUDCAP>A male speaker, likely middle-aged, with a European accent (possibly French or of similar origin), speaks at a normal, measured pace. His voice has a medium-low pitch and a calm, matter-of-fact tone. The prosody is neutral and even, without significant stress or intonation shifts. The speaker's expression is steady and unhurried, conveying a straightforward, slightly formal account of a future supply shortage, expressing no strong emotion.<ENDAUDCAP>
"
2BiEmFl3u6M_1920x1080_full_video_036_A,videos/2BiEmFl3u6M_1920x1080_full_video_036.mp4,audios/2BiEmFl3u6M_1920x1080_full_video_036.wav,"0,0,1,1"," You know the regular churches, ah ha, ah ho, he don't do none of that. You know regular, regular.","The person in the video frequently uses various hand gestures while speaking. His right hand initially lifts slightly, then moves to the left and upward, before returning to its original position. His left hand changes positions throughout the speech, sometimes extending upwards and other times bending downwards, seemingly emphasizing certain points. Throughout the process, his hand movements are smooth and forceful, indicating that he is actively expressing his thoughts. The person says, <S> You know the regular churches, ah ha, ah ho, he don't do none of that. You know regular, regular.<E> <AUDCAP>A male speaker, likely middle-aged, speaks with a medium-to-low pitch and a distinct American accent. His prosody is energetic and rhythmic, with emphatic stress and varied intonation to a conversational, animated but not rushed pace. The speaker’s tone is jovial and expressive, conveying strong amusement. He delivers the lines briskly with natural speech patterns, including a brief laugh and a slightly exasperated tone on “regular.”<ENDAUDCAP>
"
2EAhP7cIMn8_1920x1080_full_video_077_A,videos/2EAhP7cIMn8_1920x1080_full_video_077.mp4,audios/2EAhP7cIMn8_1920x1080_full_video_077.wav,"0,0,1,1"," and this is your only source of revenue, it is very hard to be like, this guy wants to pay me a hundred grand to promote his keto thing. Dude, I haven't made a hundred grand in my life.","The person in the video is seated on a chair, with both hands continuously moving in front of their body. Initially, his left hand is clenched into a fist, then he opens it, stretching out his fingers, and subsequently clutches the fist again before opening it once more. The movements of his right hand are similar to those of his left, but they sometimes lag slightly behind. His hand movements appear to be emphasizing or explaining a point. Throughout the process, his head moves slightly from side to side, as if responding to questions from the audience. The person says, <S> and this is your only source of revenue, it is very hard to be like, this guy wants to pay me a hundred grand to promote his keto thing. Dude, I haven't made a hundred grand in my life.<E> <AUDCAP>A male speaker with a North American accent speaks in a conversational, slightly incredulous tone. His pitch is in the medium range, with a slightly higher inflection when expressing surprise. The prosody is informal and animated, with stress placed on words like ""hundred,"" ""grand,"" and ""keto."" His speech rate is normal and steady, conveying mild disbelief. His tone is matter-of-fact but tinged with playful exaggeration.<ENDAUDCAP>
"
26-RhL0R-Wg_1920x1080_full_video_240_B,videos/26-RhL0R-Wg_1920x1080_full_video_240.mp4,audios/26-RhL0R-Wg_1920x1080_full_video_240.wav,"0,0,1,1"," He's like, well, I would love to get you in to do this. This is a great story. But the problem is, it's like we're like super booked.","The person in the video has their left hand naturally hanging down while their right hand is slightly raised, with fingers slightly spread apart, as if emphasizing a point or making an explanatory gesture. His head is slightly turned to the left, and his eyes look towards the left side, indicating that he is interacting with the audience. The person says, <S> He's like, well, I would love to get you in to do this. This is a great story. But the problem is, it's like we're like super booked.<E> <AUDCAP>A male speaker, likely a young adult or middle-aged, speaks with a North American accent in friendly, conversational English. His voice is medium-pitched with a clear, relaxed tone and good articulation. The prosody features natural rhythm and varied intonation, reflecting his engaged storytelling. He conveys mild enthusiasm and helpfulness, speaking at a moderate, steady pace. No noticeable emotional intensity is present, resulting in an approachable and informative delivery.<ENDAUDCAP>
"
27nQa0o2iOQ_1920x1080_full_video_007_B,videos/27nQa0o2iOQ_1920x1080_full_video_007.mp4,audios/27nQa0o2iOQ_1920x1080_full_video_007.wav,"0,0,1,1"," from more traditional lineages like Transcendental Meditation and combines them together. Dr. Nader, welcome.","The person in the video places their left hand in front of them initially while speaking, then gradually raises it with fingers naturally spread out, as if emphasizing a point or explaining a concept. Following this, they lower their left hand and start making gestures with their right hand, with fingers slightly curved and palm facing outward, seemingly further elaborating on or emphasizing a key point. Throughout the process, his movements are smooth and rhythmic, indicating that he is delivering a detailed explanation or discussion. The person says, <S> from more traditional lineages like Transcendental Meditation and combines them together. Dr. Nader, welcome.<E> <AUDCAP>A middle-aged male speaker with a likely Dutch or English accent delivers the description in a calm, measured, and professional tone. His voice sits in the low-to-medium pitch range. The prosody is even and measured, with steady rhythm and little emotional inflection. The speech rate is moderate and consistent, exhibiting a clear, didactic, and formal articulation style, as if presenting information for an academic or professional audience.<ENDAUDCAP>
"
2FHg1VhVFrk_720x480_full_video_031_A,videos/2FHg1VhVFrk_720x480_full_video_031.mp4,audios/2FHg1VhVFrk_720x480_full_video_031.wav,"0,0,1,1"," children, wife, cats, karma. If you got bad karma looking for you, you know? Cause don't think when you die that you're karma.","The person in the video slightly turns their head to the left while speaking, looking towards the left side with their eyes, opening their mouth and showing their teeth, seemingly emphasizing a point or expressing surprise. Then, he turns his head to the right, looking towards the right side, with his mouth still open, appearing to continue speaking or responding to someone. Throughout the process, he is wearing headphones on his ears, with the earphones hanging down in front of him. The person says, <S> children, wife, cats, karma. If you got bad karma looking for you, you know? Cause don't think when you die that you're karma.<E> <AUDCAP>A male speaker of likely middle age, with a low-pitched, slightly gravelly voice and a clear North American accent, speaks at a slow, deliberate pace. His prosody is marked by frequent pauses and audible hesitation (""uh""), reflecting a thoughtful, hesitant, or uncertain tone as he discusses abstract concepts like ""karma"" and ""children.""<ENDAUDCAP>
"
2EkRIBsaOAo_1920x1080_full_video_066_B,videos/2EkRIBsaOAo_1920x1080_full_video_066.mp4,audios/2EkRIBsaOAo_1920x1080_full_video_066.wav,"0,0,1,1", Il y a beaucoup de clients latins qui viennent. Et ils sont là. Ils sont en New York pour acheter.,"The person in the video is seated on a chair, slightly leaning to the right. His right hand makes noticeable movements while speaking; it first raises, then lowers, and repeats this sequence. His left hand remains relatively still, occasionally making slight movements. The person says, <S> Il y a beaucoup de clients latins qui viennent. Et ils sont là. Ils sont en New York pour acheter.<E> <AUDCAP>A male speaker, perceived as middle-aged, delivers a conversational commentary with a steady pace. He has an accent with characteristics of Latin American Spanish. His pitch is in the low to medium range, and his vocal tone is relatively flat, with consistent volume and moderate intonation, suggesting a calm and even emotional state. The rhythm is regular with a discernible cadence. The audio ends abruptly.<ENDAUDCAP>
"
26jkakXYH1I_1920x1080_full_video_067_A,videos/26jkakXYH1I_1920x1080_full_video_067.mp4,audios/26jkakXYH1I_1920x1080_full_video_067.wav,"0,0,1,1"," If you're not going to the forest with an axe and you have a flannel Timbs and jeans on you don't need to be wearing that. And normally, you just go to GaL.gov and you have all these different flannels.","The person in the video is seated on a gray sofa, slightly leaning to the right. His left hand rests on his leg with fingers naturally relaxed resting on his knee. His right hand shows noticeable movement changes while speaking. Initially, his right hand remains still, then he raises it, with fingers slightly spread apart, as if emphasizing a point or explaining something. Subsequently, his right hand returns to its original position, palm facing down and fingers gently curved. Throughout the process, his arm and hand movements are smooth and natural, indicating that he is engaged in some form of conversation or presentation. The person says, <S> If you're not going to the forest with an axe and you have a flannel Timbs and jeans on you don't need to be wearing that. And normally, you just go to GaL.gov and you have all these different flannels.<E> <AUDCAP>The speaker, an adult male with a North American accent, displays a midrange pitch and an agitated, exasperated tone. His prosody is fast-paced and emphatic, marked by rapid speech, forceful stress on words like ""forest,"" ""ax,"" and ""flannel,"" and sharp rising intonation. Coinciding with this is a high degree of vocal intensity. The delivery is charged with urgency and frustration, and the clear audio preserves the youthful timbre of his voice.<ENDAUDCAP>
"
2BlwAmSpVnY_1920x1080_full_video_296_A,videos/2BlwAmSpVnY_1920x1080_full_video_296.mp4,audios/2BlwAmSpVnY_1920x1080_full_video_296.wav,"0,0,1,1"," me and the full moon on top of that. It's Monday morning, right? Festival ends. I'm asleep. I get woken up.","The person in the video is seated on a chair, leaning slightly forward with their body. Their right hand moves slightly while speaking, with fingers gently moving as if emphasizing a point or expressing an emotion. Their left hand rests in front of them, with hand movements being relatively static, occasionally making some subtle gestures such as gently rotating or adjusting position. Overall, her movements appear smooth and natural, indicating a state of focus and confidence. The person says, <S> me and the full moon on top of that. It's Monday morning, right? Festival ends. I'm asleep. I get woken up.<E> <AUDCAP>A male speaker, likely in his 20s or 30s, with a neutral North American accent speaks at a normal pace. His voice has a medium pitch and a conversational prosody with natural stress and intonation. He sounds calm and matter-of-fact, narrating an anecdote without strong emotional coloring. The recording is clear and of good quality.<ENDAUDCAP>
"
27WwWMy4JjA_1920x1080_full_video_050_A,videos/27WwWMy4JjA_1920x1080_full_video_050.mp4,audios/27WwWMy4JjA_1920x1080_full_video_050.wav,"0,0,1,1"," Um... The Jets-Steelers game. We have next week off. So, the Jets-Steelers game where Kenny and I both Central Mill Здесь встречamos Kendy yyo","The person in the video is seated behind a table, holding a pencil in their right hand and resting their left hand on the table. Initially, they place the pencil on their left hand, then pick it up with their right hand while naturally placing their left hand on the table. Next, he raises the pencil to his mouth as if thinking or speaking. After that, he returns the pencil to his left hand and places his right hand naturally on the table. Throughout the process, his movements are smooth and rhythmic, showing confidence and composure. The person says, <S> Um... The Jets-Steelers game. We have next week off. So, the Jets-Steelers game where Kenny and I both Central Mill Здесь встречamos Kendy yyo<E> <AUDCAP>A male speaker with a mid-to-high-pitched voice and a North American accent speaks at a normal, relaxed pace. His prosody features a gentle, conversational rhythm with natural fluctuations. He sounds calm and unhurried, exhibiting neutral emotion as he casually discusses a future sports event.<ENDAUDCAP>
"
2D6lox4RNqA_1920x1080_full_video_081_B,videos/2D6lox4RNqA_1920x1080_full_video_081.mp4,audios/2D6lox4RNqA_1920x1080_full_video_081.wav,"0,0,1,1"," Because women were having kids at like 13, 14, because they were dying at like 30. Do you know what I mean? Yeah, yeah, yeah. Literally.","The person in the video is seated on a chair with their hands crossed over their lap. Her left thumb gently touches her right index finger, then her right fingers slightly spread apart, as if making a gesture or emphasizing a point. Subsequently, her right hand tightens again, with her fingers naturally curling. Throughout the entire process, her body remains relatively still, with only the hand movements being more noticeable. The person says, <S> Because women were having kids at like 13, 14, because they were dying at like 30. Do you know what I mean? Yeah, yeah, yeah. Literally.<E> <AUDCAP>A female speaker, estimated to be in her late teens to mid-twenties, speaks with a neutral British accent. Her pitch is in the medium-to-high range. Her prosody features a conversational, rhythmic flow with natural stress. She talks at a normal pace, conveying a sense of thoughtful explanation with an inquisitive, slightly clarifying tone.<ENDAUDCAP>
"
2EAhP7cIMn8_1920x1080_full_video_022_A,videos/2EAhP7cIMn8_1920x1080_full_video_022.mp4,audios/2EAhP7cIMn8_1920x1080_full_video_022.wav,"0,0,1,1"," In 2005, 2006, 2007, people were making so much money, okay? I got into the industry, I'd never made any money in my life. All of a sudden I made $100,000.","The person in the video is seated on a chair, holding a microphone in their right hand and making various hand gestures while speaking with their left hand. Initially, they raise their left thumb, then lower it, followed by raising their index and middle fingers, and finally lowering them again. Next, they lift their right hand, spreading their fingers, as if emphasizing a point or expressing an emotion. Finally, they lower their right hand with palms facing up, seemingly concluding their speech or expressing gratitude. Throughout the process, his movements are smooth and natural, indicating that he is delivering a well-organized speech or discussion. The person says, <S> In 2005, 2006, 2007, people were making so much money, okay? I got into the industry, I'd never made any money in my life. All of a sudden I made $100,000.<E> <AUDCAP>The speaker is a male, estimated in his 30s-40s, with a standard American accent and a medium-low pitch. His speech is fluent and delivered at a fast, animated pace with a rhythmic cadence. He uses a strong, declamatory prosody with noticeable stress on specific words like ""so much"" and ""hundred,"" creating an emphatic and slightly boastful tone. His emotion seems to be one of strong conviction mixed with excitement or amazement.<ENDAUDCAP>
"
2EdUNfYC7IQ_1920x1080_full_video_005_B,videos/2EdUNfYC7IQ_1920x1080_full_video_005.mp4,audios/2EdUNfYC7IQ_1920x1080_full_video_005.wav,"0,0,1,1"," The Falling Down House is very well wrapped with this. No, I'm delighted. This is not only the most beautiful of houses, but it's also the most beautiful of houses.","The person in the video is holding a book with both hands, gently pressing the spine with their left thumb and sliding their right hand along the edge of the pages, seemingly demonstrating the book's thickness or texture. She then slightly tilts the book, lightly touching the pages with her right fingers, possibly pointing to a specific part. After that, she returns the book to its original position, continuing to press the spine with her left hand while gently stroking the pages with her right hand, seemingly feeling the texture of the pages. Throughout the process, her movements are smooth and meticulous, indicating her focus and affection for the book. The person says, <S> The Falling Down House is very well wrapped with this. No, I'm delighted. This is not only the most beautiful of houses, but it's also the most beautiful of houses.<E> <AUDCAP>An older female speaker with a clear American accent delivers a positive and animated assessment. Her voice has a medium-high pitch and a cheerful, expressive prosody. She speaks at a moderate pace, punctuating her words with rising intonation, reflecting delight. Her tone is enthusiastic and approving, conveying genuine pleasure as she praises something she describes as ""beautiful.""<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_241_B,videos/29n0WG317tM_1920x1080_full_video_241.mp4,audios/29n0WG317tM_1920x1080_full_video_241.wav,"0,0,1,1"," Well, you know, I think this whole idea of having traits that are dependent upon early life experience.","The person in the video is seated behind a table, with their body slightly tilted to the right. Their right hand rests on the table, fingers relaxed and natural. Their left hand is placed on the left side of their body, with their arm slightly bent. Their head is turning slightly, looking towards the right side of the frame. Their mouth is open, as if they are speaking or expressing some emotion. The person says, <S> Well, you know, I think this whole idea of having traits that are dependent upon early life experience.<E> <AUDCAP>A middle-aged or older male speaker with a North American accent delivers calm, thoughtful commentary. His voice is medium-low in pitch, spoken at a slow, deliberate pace. The prosody is steady and measured, with slight downward inflections and a contemplative intonation, conveying a sense of intellectual reflection. The tone is neutral and even, suggesting an analytical or academic context without any discernible strong emotion.<ENDAUDCAP>
"
2AQZtgHakvY_1920x1080_full_video_103_A,videos/2AQZtgHakvY_1920x1080_full_video_103.mp4,audios/2AQZtgHakvY_1920x1080_full_video_103.wav,"0,0,1,1"," When you make a comeback, what do you think your kids are going to talk about for the rest of their lives? My dad came back. My mom's a fighter. My husband's a fighter. My wife's a fighter.","The person in the video initially holds a piece of paper with their right hand, then places it in front of them, and subsequently lowers it while letting their hands naturally hang down. Following this, they begin to make a gesture with their left hand in front of their chest, and then repeat the same gesture with their right hand. Throughout the process, his movements are smooth and rhythmic. The person says, <S> When you make a comeback, what do you think your kids are going to talk about for the rest of their lives? My dad came back. My mom's a fighter. My husband's a fighter. My wife's a fighter.<E> <AUDCAP>The speaker is a male, likely middle-aged (40-60 years old), with a standard American English accent. His voice is medium-low in pitch and projects confidence. The prosody is steady and rhythmic, with stress on key words like ""comeback,"" ""kids,"" ""fighter,"" and ""wife's."" His tone is emotional and inspirational, conveying determination and pride. The speech rate is moderate, deliberate, and clear.<ENDAUDCAP>
"
